,Position,Salary Estimate,Rating,Organization,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
893,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"ROCHEM Separation Systems
4.0",Maharashtra,-1,501 to 1000 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
894,"Microbiologist, Pharmacist, Pharmaceutical Research Scientist, Chemist",₹420K - ₹700K (Glassdoor Est.),-1,Yashodha S M (Proprietor Of Co Inter Technology),Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1
895,Data Engineer,₹420K - ₹700K (Glassdoor Est.),-1,"Upstox
4.2",Remote,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
896,Data Engineer,₹420K - ₹700K (Glassdoor Est.),-1,"Upstox
4.2",Remote,-1,-1,-1,-1,-1,-1,-1,-1
897,Eminent Scientists/ Technologist,₹420K - ₹700K (Glassdoor Est.),-1,"CSIR
4.1",India,-1,1001 to 5000 Employees,-1,Other Organization,Accounting,Accounting & Legal,$1 to $2 billion (USD),-1
898,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"altbalaji
2.6",Mumbai,-1,51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
899,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Kwalee
3.8",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
900,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Applied Materials Inc.
4.2",Bangalore,-1,10000+ Employees,1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
901,DATA MODELER – MARIA DB / CASSANDRA,₹420K - ₹700K (Glassdoor Est.),-1,"Careator Technologies
4.5",India,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
902,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Dassault Systèmes
4.0",Bangalore,-1,10000+ Employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
903,Big Data Engineer 6+ years of Experience,₹420K - ₹700K (Glassdoor Est.),-1,"POKKT
4.5",Bangalore,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
904,Big Data Engineer 6+ years of Experience,₹420K - ₹700K (Glassdoor Est.),-1,"POKKT
4.5",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
905,Big Data Engineer 6+ years of Experience,₹420K - ₹700K (Glassdoor Est.),-1,"POKKT
4.5",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
906,Data Engineer - SPARK,₹420K - ₹700K (Glassdoor Est.),-1,"Ideas2IT Technologies
4.5",Chennai,-1,201 to 500 Employees,2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
907,Principal Engineer - Data Engineering,₹420K - ₹700K (Glassdoor Est.),-1,"Zeta
4.3",Bangalore,-1,501 to 1000 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
908,Data Sciences Manager,₹420K - ₹700K (Glassdoor Est.),-1,"ADCI - Karnataka
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
909,Project Scientist at AIB - BCM-USA,₹420K - ₹700K (Glassdoor Est.),-1,"Amity University
3.8",Noida,-1,1001 to 5000 Employees,-1,College / University,Colleges & Universities,Education,Less than $1 million (USD),-1
910,Data Science Lead,₹420K - ₹700K (Glassdoor Est.),-1,"TA Digital
4.1",Hyderābād,-1,501 to 1000 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
911,Data Science/Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"TA Digital
4.1",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
912,"MTS 1, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
913,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,Sims Recycling Solutions,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
914,Planning and Materials Management COE Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Hewlett Packard Enterprise
4.2",Bangalore,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
915,A Data Scientists,₹420K - ₹700K (Glassdoor Est.),-1,CareerXperts Consulting,Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
916,"Lead Technical Product Manager, Data Engineering",₹420K - ₹700K (Glassdoor Est.),-1,"Zynga
4.1",Bangalore,-1,1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1
917,"Sr Professional Services Engineer, SQL and Python Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Noida,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
918,"Sr Professional Services Engineer, SQL and Python Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Noida,-1,-1,-1,-1,-1,-1,-1,-1
919,SA - Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Golden Opportunities
4.5",Chennai,-1,51 to 200 Employees,-1,Company - Private,Metals Brokers,Mining & Metals,Less than $1 million (USD),-1
920,SA - Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Golden Opportunities
4.5",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
921,"Sr Professional Services Engineer, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Pune,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
922,"Sr Professional Services Engineer, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Pune,-1,-1,-1,-1,-1,-1,-1,-1
923,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"ROCHEM Separation Systems
4.0",Maharashtra,-1,501 to 1000 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
924,"Microbiologist, Pharmacist, Pharmaceutical Research Scientist, Chemist",₹420K - ₹700K (Glassdoor Est.),-1,Yashodha S M (Proprietor Of Co Inter Technology),Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1
925,Data Engineer,₹420K - ₹700K (Glassdoor Est.),-1,"Upstox
4.2",Remote,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
926,Data Engineer,₹420K - ₹700K (Glassdoor Est.),-1,"Upstox
4.2",Remote,-1,-1,-1,-1,-1,-1,-1,-1
927,Data Engineer,₹420K - ₹700K (Glassdoor Est.),-1,"Upstox
4.2",Remote,-1,-1,-1,-1,-1,-1,-1,-1
928,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"altbalaji
2.6",Mumbai,-1,51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
929,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Kwalee
3.8",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
930,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Applied Materials Inc.
4.2",Bangalore,-1,10000+ Employees,1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
931,DATA MODELER – MARIA DB / CASSANDRA,₹420K - ₹700K (Glassdoor Est.),-1,"Careator Technologies
4.5",India,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
932,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Dassault Systèmes
4.0",Bangalore,-1,10000+ Employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
933,Big Data Engineer 6+ years of Experience,₹420K - ₹700K (Glassdoor Est.),-1,"POKKT
4.5",Bangalore,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
934,Big Data Engineer 6+ years of Experience,₹420K - ₹700K (Glassdoor Est.),-1,"POKKT
4.5",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
935,Data Engineer - SPARK,₹420K - ₹700K (Glassdoor Est.),-1,"Ideas2IT Technologies
4.5",Chennai,-1,201 to 500 Employees,2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
936,Data Engineer - SPARK,₹420K - ₹700K (Glassdoor Est.),-1,"Ideas2IT Technologies
4.5",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
937,Principal Engineer - Data Engineering,₹420K - ₹700K (Glassdoor Est.),-1,"Zeta
4.3",Bangalore,-1,501 to 1000 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
938,Data Sciences Manager,₹420K - ₹700K (Glassdoor Est.),-1,"ADCI - Karnataka
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
939,Project Scientist at AIB - BCM-USA,₹420K - ₹700K (Glassdoor Est.),-1,"Amity University
3.8",Noida,-1,1001 to 5000 Employees,-1,College / University,Colleges & Universities,Education,Less than $1 million (USD),-1
940,Data Science Lead,₹420K - ₹700K (Glassdoor Est.),-1,"TA Digital
4.1",Hyderābād,-1,501 to 1000 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
941,Data Science/Scientist,₹420K - ₹700K (Glassdoor Est.),-1,Shri TirupatiI Balaji Education Foundation,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
942,"MTS 1, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
943,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,Sims Recycling Solutions,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
944,Planning and Materials Management COE Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Hewlett Packard Enterprise
4.2",Bangalore,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
945,A Data Scientists,₹420K - ₹700K (Glassdoor Est.),-1,CareerXperts Consulting,Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
946,"Lead Technical Product Manager, Data Engineering",₹420K - ₹700K (Glassdoor Est.),-1,"Zynga
4.1",Bangalore,-1,1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1
947,"Sr Professional Services Engineer, SQL and Python Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Noida,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
948,"Sr Professional Services Engineer, SQL and Python Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Noida,-1,-1,-1,-1,-1,-1,-1,-1
949,SA - Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Golden Opportunities
4.5",Chennai,-1,51 to 200 Employees,-1,Company - Private,Metals Brokers,Mining & Metals,Less than $1 million (USD),-1
950,SA - Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Golden Opportunities
4.5",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
951,"Sr Professional Services Engineer, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Pune,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
952,"Sr Professional Services Engineer, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Pune,-1,-1,-1,-1,-1,-1,-1,-1
953,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"ROCHEM Separation Systems
4.0",Maharashtra,-1,501 to 1000 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
954,"Microbiologist, Pharmacist, Pharmaceutical Research Scientist, Chemist",₹420K - ₹700K (Glassdoor Est.),-1,Yashodha S M (Proprietor Of Co Inter Technology),Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1
955,Data Engineer,₹420K - ₹700K (Glassdoor Est.),-1,"Upstox
4.2",Remote,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
956,Data Engineer,₹420K - ₹700K (Glassdoor Est.),-1,"Upstox
4.2",Remote,-1,-1,-1,-1,-1,-1,-1,-1
957,Eminent Scientists/ Technologist,₹420K - ₹700K (Glassdoor Est.),-1,"CSIR
4.1",India,-1,1001 to 5000 Employees,-1,Other Organization,Accounting,Accounting & Legal,$1 to $2 billion (USD),-1
958,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"altbalaji
2.6",Mumbai,-1,51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
959,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Kwalee
3.8",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
960,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Applied Materials Inc.
4.0",Bangalore,-1,10000+ Employees,1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
961,DATA MODELER – MARIA DB / CASSANDRA,₹420K - ₹700K (Glassdoor Est.),-1,"Careator Technologies
4.5",India,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
962,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Dassault Systèmes
4.0",Bangalore,-1,10000+ Employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
963,Big Data Engineer 6+ years of Experience,₹420K - ₹700K (Glassdoor Est.),-1,"POKKT
4.5",Bangalore,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
964,Big Data Engineer 6+ years of Experience,₹420K - ₹700K (Glassdoor Est.),-1,"POKKT
4.5",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
965,Data Engineer - SPARK,₹420K - ₹700K (Glassdoor Est.),-1,"Ideas2IT Technologies
4.5",Chennai,-1,201 to 500 Employees,2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
966,Data Engineer - SPARK,₹420K - ₹700K (Glassdoor Est.),-1,"Ideas2IT Technologies
4.5",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
967,Principal Engineer - Data Engineering,₹420K - ₹700K (Glassdoor Est.),-1,"Zeta
4.3",Bangalore,-1,501 to 1000 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
968,Data Sciences Manager,₹420K - ₹700K (Glassdoor Est.),-1,"ADCI - Karnataka
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
969,Project Scientist at AIB - BCM-USA,₹420K - ₹700K (Glassdoor Est.),-1,"Amity University
3.8",Noida,-1,1001 to 5000 Employees,-1,College / University,Colleges & Universities,Education,Less than $1 million (USD),-1
970,Data Science Lead,₹420K - ₹700K (Glassdoor Est.),-1,"TA Digital
4.1",Hyderābād,-1,501 to 1000 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
971,Data Science/Scientist,₹420K - ₹700K (Glassdoor Est.),-1,Shri TirupatiI Balaji Education Foundation,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
972,"MTS 1, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
973,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,Sims Recycling Solutions,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
974,Planning and Materials Management COE Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Hewlett Packard Enterprise
4.2",Bangalore,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
975,A Data Scientists,₹420K - ₹700K (Glassdoor Est.),-1,CareerXperts Consulting,Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
976,"Lead Technical Product Manager, Data Engineering",₹420K - ₹700K (Glassdoor Est.),-1,"Zynga
4.1",Bangalore,-1,1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1
977,"Sr Professional Services Engineer, SQL and Python Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Noida,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
978,"Sr Professional Services Engineer, SQL and Python Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Noida,-1,-1,-1,-1,-1,-1,-1,-1
979,SA - Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Golden Opportunities
4.5",Chennai,-1,51 to 200 Employees,-1,Company - Private,Metals Brokers,Mining & Metals,Less than $1 million (USD),-1
980,SA - Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Golden Opportunities
4.5",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
981,"Sr Professional Services Engineer, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Pune,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
982,"Sr Professional Services Engineer, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Pune,-1,-1,-1,-1,-1,-1,-1,-1
983,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"ROCHEM Separation Systems
4.0",Maharashtra,-1,501 to 1000 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
984,"Microbiologist, Pharmacist, Pharmaceutical Research Scientist, Chemist",₹420K - ₹700K (Glassdoor Est.),-1,Yashodha S M (Proprietor Of Co Inter Technology),Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1
985,"Microbiologist, Pharmacist, Pharmaceutical Research Scientist, Chemist",₹420K - ₹700K (Glassdoor Est.),-1,Yashodha S M (Proprietor Of Co Inter Technology),Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1
986,"Microbiologist, Pharmacist, Pharmaceutical Research Scientist, Chemist",₹420K - ₹700K (Glassdoor Est.),-1,Yashodha S M (Proprietor Of Co Inter Technology),Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1
987,Data Engineer,₹420K - ₹700K (Glassdoor Est.),-1,"Upstox
4.2",Remote,-1,-1,-1,-1,-1,-1,-1,-1
988,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"altbalaji
2.6",Mumbai,-1,51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
989,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Kwalee
3.8",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
990,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Applied Materials Inc.
4.0",Bangalore,-1,10000+ Employees,1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
991,DATA MODELER – MARIA DB / CASSANDRA,₹420K - ₹700K (Glassdoor Est.),-1,"Careator Technologies
4.5",India,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
992,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,"Dassault Systèmes
4.0",Bangalore,-1,10000+ Employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
993,Big Data Engineer 6+ years of Experience,₹420K - ₹700K (Glassdoor Est.),-1,"POKKT
4.5",Bangalore,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
994,Big Data Engineer 6+ years of Experience,₹420K - ₹700K (Glassdoor Est.),-1,"POKKT
4.5",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
995,Data Engineer - SPARK,₹420K - ₹700K (Glassdoor Est.),-1,"Ideas2IT Technologies
4.5",Chennai,-1,201 to 500 Employees,2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
996,Data Engineer - SPARK,₹420K - ₹700K (Glassdoor Est.),-1,"Ideas2IT Technologies
4.5",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
997,Principal Engineer - Data Engineering,₹420K - ₹700K (Glassdoor Est.),-1,"Zeta
4.3",Bangalore,-1,501 to 1000 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
998,Data Sciences Manager,₹420K - ₹700K (Glassdoor Est.),-1,"ADCI - Karnataka
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
999,Project Scientist at AIB - BCM-USA,₹420K - ₹700K (Glassdoor Est.),-1,"Amity University
3.8",Noida,-1,1001 to 5000 Employees,-1,College / University,Colleges & Universities,Education,Less than $1 million (USD),-1
